,SRR4425715,SRR4425719,SRR4425713,SRR4425659,SRR4425662,SRR4425712,SRR4425660,SRR4425718,SRR4425710,SRR4425666,SRR4425714,SRR4425711,SRR4425661,SRR4425664,SRR4425663,SRR4425665
MEG_5214|Drugs|betalactams|Class_D_betalactamases|OXA,0,25,0,41,37,0,18,0,58,62645,0,0,0,76887,45188,23928
MEG_143|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,351,0,0,0,0,0,0,0,174,29,135,68,0,27,24,20
MEG_2683|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,8909,519,623,4041,4068,246,2281,402,4612,45,3128,5575,4036,88,0,0
MEG_754|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,241,0,0,21,0,0,0,0,797,202,2830,2348,0,240,124,69
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,214253,14348,23802,136526,129090,7025,62216,12659,136023,1575,72097,138273,43101,1777,948,834
MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG,6662,0,0,35,30,0,25,54,28705,573,34512,22440,0,451,273,134
MEG_6699|Drugs|betalactams|Class_A_betalactamases|TEM,300,46,219,424,538,0,185,0,681,0,435,130,361,0,0,0
MEG_897|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,776,0,150,0,0,1052,636,326,587,1292,847,426
MEG_7145|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,98807,12026,64707,14616,9829,28853,5246,17110,64620,4931,184921,111197,5984,5459,3063,2083
MEG_6857|Drugs|betalactams|Class_A_betalactamases|TEM,111,0,0,0,79,0,33,0,114,90,93,0,68,104,44,0
MEG_1541|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,119,64,0,50,0,0,0,0,0,0,90,0,0
MEG_816|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,4201,0,0,0,5271,2951,1455
MEG_2813|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,9610,0,0,0,0,118,0,0,10486,0,12359,7829,0,0,0,0
MEG_6884|Drugs|betalactams|Class_A_betalactamases|TEM,453,48,196,552,513,0,243,0,732,70,377,0,335,74,0,0
MEG_1605|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,60,0,0,0,68,29,30
MEG_6675|Drugs|betalactams|Class_A_betalactamases|TEM,206,0,181,250,538,0,197,0,589,0,287,138,370,0,0,0
MEG_3744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
MEG_6603|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,5006,145,0,373,2104,0,0,0,5396,22744,23010,17966,859,28957,16415,7726
MEG_1840|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
MEG_353|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,387,0,0,0,431,215,172
MEG_138|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,420,0,0,0,0,0,0,0,263,44,173,120,0,42,22,22
MEG_964|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,3682,125,48,1768,2704,209,1458,131,2330,1054,4751,8524,5286,1204,714,458
MEG_6167|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,940,198,122,12954,3095,51,7569,498,210,39,280,174,43800,54,25,25
MEG_3645|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0,0,0,0,0,0,922,0,276,116,435,0,0,127,126,0
MEG_7481|Drugs|Glycopeptides|VanG-type_regulator|VANRG,0,0,0,0,0,0,0,0,0,158,0,0,0,179,138,179
MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,186435,2486,2163,179740,185349,2032,144758,6310,140630,18191,433622,215449,165265,19459,11264,6662
MEG_4764|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,643,0,0,0,791,441,316
MEG_2682|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,8836,512,601,3932,3922,251,2290,373,4587,0,3079,5307,4030,79,36,42
MEG_3005|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,0,0,0,0,0,0,0,0,635,0,433,390,0,0,0,0
MEG_779|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,93,0,0,66,1061,0,121,0,103,1394,992,453,716,1662,1136,592
MEG_4729|Drugs|betalactams|Class_D_betalactamases|OXA,0,19,0,0,0,0,0,27,19,26457,0,0,0,31772,17851,10464
MEG_221|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,113,0,0,0,191,91,62
MEG_3126|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,2017,0,0,0,2375,1435,699
MEG_3099|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,2632,0,0,0,3172,1881,982
MEG_4037|Drugs|MLS|Macrolide_phosphotransferases|MPHC,5035,0,0,29,0,42,0,0,5437,252,7426,3439,0,170,176,114
MEG_4128|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRYN,0,0,0,0,0,0,0,0,0,447,0,0,0,570,223,256
MEG_6711|Drugs|betalactams|Class_A_betalactamases|TEM,535,0,279,364,1025,0,230,0,1014,0,575,181,589,0,38,28
MEG_3449|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|KEXD,0,0,0,162,0,0,0,0,136,1913,0,0,0,2432,1337,1234
MEG_2472|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCR,0,0,0,0,0,0,0,0,0,1650,0,0,0,2277,0,562
MEG_6591|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,12101,551,277,1310,8877,1423,1614,198,12858,88106,42751,46255,3543,108137,63037,29303
MEG_5400|Drugs|betalactams|Penicillin_binding_protein|PBP2,481947,30165,49995,281379,263230,17264,163283,25519,236198,3777,177142,301399,275067,5436,2706,2219
MEG_4731|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,2886,0,0,0,3795,2008,1137
MEG_7500|Drugs|Glycopeptides|VanC-type_regulator|VANSC,0,0,0,0,0,0,0,0,0,0,0,0,0,102,98,0
MEG_1598|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,26,0,0,0,154,0,0,0,186,137,62
MEG_106|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,172,0,0,0,166,119,90
MEG_279|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,44,0,0,45,0,0,0,0,181,0,172,145,0,0,0,0
MEG_2457|Metals|Copper_resistance|Copper_resistance_protein|CUTE,277706,16583,27596,137216,141670,9263,89551,14029,173891,2329,101360,167371,145597,2483,1722,1294
MEG_2576|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRD,3641,0,0,40,0,0,32,0,8866,0,26519,40704,0,8,0,0
MEG_6109|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12244
MEG_6961|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7127|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,84994,9473,37547,12111,7259,21924,4276,10773,44104,3428,99317,58739,5095,3591,2061,1425
MEG_957|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,147,0,0,0,0,0,626,0,0,0,727,422,168
MEG_7411|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,0,0,0,0,0,0,0,0,0,182,0,0,0,209,115,98
MEG_926|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,749,0,0,0,970,578,378
MEG_6018|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
MEG_2691|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC,90428,5141,7726,39369,39511,2442,24013,4043,42361,564,28213,49344,40269,642,397,297
MEG_1930|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
MEG_5154|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,24,0,0,0,0,36,52146,0,0,0,64363,35744,21695
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,261476,13595,21534,107382,108596,7106,62814,10097,119957,1392,80212,128742,114187,1535,771,585
MEG_2752|Drugs|MLS|Macrolide_esterases|EREB,0,0,0,0,0,0,0,0,0,22946,0,0,0,29394,15939,10007
MEG_2090|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,72660,3596,5777,29483,29157,1860,17649,2958,40038,851,23937,40726,34631,1178,536,442
MEG_2941|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,643,0,0,0,632,805,809
MEG_7485|Drugs|Glycopeptides|VanO-type_regulator|VANRO,0,0,0,0,0,0,0,0,0,3036,0,0,0,4378,2776,1753
MEG_7090|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK,29135,0,0,280,125,1145,249,0,82572,217,98604,58226,0,214,107,0
MEG_7676|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,0,0,0,58,0,0,73,0,0,0,0,0,0,0,0,0
MEG_3189|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,7201,3309,0,0,9705,5521,3570
MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,84,0,0,0,75,61,91
MEG_2914|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,253,482,0,0,226,0,100,0,1018,0,0,0,1028,782,359
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,29259,2164,4331,24086,22658,1539,14889,2276,19077,305,14523,24030,23511,397,251,140
MEG_1288|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAI,0,88,0,0,0,61,0,77,0,0,0,0,0,0,0,0
MEG_319|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,1065,0,0,0,1260,682,456
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,254012,15468,27278,151259,157865,10116,94434,15212,162203,8207,102239,163706,146653,10806,6503,3293
MEG_3101|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,619,0,0,0,918,401,289
MEG_3013|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,163,0,0,0,0,0,0,0,1325,0,1092,1872,0,0,0,0
MEG_2061|Metals|Copper_resistance|Copper_resistance_protein|COPK,0,0,0,0,0,0,0,0,0,134,0,0,0,152,130,83
MEG_4046|Drugs|MLS|Macrolide_phosphotransferases|MPHH,0,0,0,0,0,0,0,0,231,0,177,136,0,0,0,0
MEG_865|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,180,0,0,115,1409,0,243,0,166,1260,843,924,1037,1496,958,468
MEG_6713|Drugs|betalactams|Class_A_betalactamases|TEM,430,60,292,512,851,0,291,0,979,38,565,278,638,0,0,30
MEG_873|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,445,0,0,0,110,1563,1237,596,0,1983,1139,0
MEG_947|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1654,64,0,699,1554,0,586,0,773,1123,2080,2259,2433,1245,823,450
MEG_7475|Drugs|Glycopeptides|VanD-type_regulator|VANRD,0,0,0,0,0,0,0,0,0,0,0,0,0,236,129,0
MEG_5787|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PITA,402776,24946,37678,215854,219437,14139,130547,20209,190035,2835,148858,255589,217429,4022,1978,1670
MEG_5175|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,9552,0,0,0,13006,7454,3933
MEG_5346|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,6781,0,0,0,0,0,0,0,33461,0,4948,2313,0,0,0,0
MEG_7663|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,0,0,0,0,0,94,0,0,0,86,0,0
MEG_3120|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,1485,0,0,0,1634,1086,559
MEG_7632|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,22478,0,0,880,1263,0,1148,0,6836,0,101347,30406,1353,0,0,0
MEG_343|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,133,0,0,0,183,109,74
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,199305,166,0,139578,167168,7811,86953,141,171981,9263,52393,69632,709,11506,5640,4374
MEG_2122|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,125923,8823,11638,82325,85301,4331,34145,8184,70364,889,45488,55495,54514,1109,619,467
MEG_3538|Drugs|betalactams|Class_D_betalactamases|LCR,0,0,0,19,0,0,0,59,46,51959,17,0,0,67273,34659,20203
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,89930,6362,11980,70141,59802,3854,40337,6340,58178,1163,41000,67790,62076,1395,706,556
MEG_2146|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
MEG_7394|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,0,0,0,361,72,0,234,0,0,181,0,0,0,194,0,0
MEG_7222|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,147111,240889,405895,286247,330373,447092,235075,279540,204930,24347,106347,33929,227210,28612,17062,9376
MEG_230|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,154,0,0,0,200,92,63
MEG_932|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,5143,0,0,0,6529,4182,1650
MEG_5388|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,704,0,0,0,1072,670,405
MEG_3435|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,788
MEG_2856|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,0,0,0,52,0,0,0,0,181,432,702,347,0,415,348,205
MEG_7208|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,44435,45453,103032,258475,255569,75764,219949,50700,23955,10975,42711,14274,237416,12388,7888,4118
MEG_141|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,335,0,0,0,0,0,0,0,199,22,147,102,0,34,20,0
MEG_6918|Drugs|betalactams|Class_A_betalactamases|TEM,500,0,129,717,467,0,198,0,818,71,410,95,248,100,36,0
MEG_3119|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,3079,0,0,0,3598,2082,1152
MEG_5176|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,406,0,0,0,361,219,151
MEG_3096|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,3015,0,0,0,3530,2137,1077
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,22447,1894,1611,8144,2926,931,3223,944,10518,40655,10568,8960,2201,48036,30404,14424
MEG_4042|Drugs|MLS|Macrolide_phosphotransferases|MPHE,0,48,0,44,53,0,59,57,51,77595,18,0,0,93331,53149,29233
MEG_6824|Drugs|betalactams|Class_A_betalactamases|TEM,574,0,495,560,1461,0,358,0,1403,58,703,341,943,62,0,0
MEG_218|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,128,0,0,0,160,116,71
MEG_7861|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,56392,2897,4297,23540,24750,1635,15033,2427,26992,0,16753,26058,23777,0,0,0
MEG_225|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,274,0,0,0,310,177,119
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,68663,4268,7550,42342,43693,2591,28326,3869,48993,834,28505,50969,47226,938,498,463
MEG_960|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,34,0,0,49,1064,0,144,0,53,877,547,249,735,885,658,326
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,291098,16357,27575,148296,142527,9245,94422,14040,159399,3258,101757,180489,166230,4085,1777,1629
MEG_235|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,115,0,0,0,149,67,59
MEG_6024|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0,0,0,0,0,0,0,0,0,685,0,0,0,1023,485,453
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,64175,4963,7539,45177,37094,2687,23126,4220,33785,559,25110,49016,36255,770,390,333
MEG_6153|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB,0,0,0,0,0,0,0,0,0,70478,0,0,0,93847,58014,26342
MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,9682,8358,2204,2624,1804,2958,3711,4290,4478,1724,4560,2386,1198,1041,2528,3206
MEG_1553|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,0,0,0,4558,73,1052,497,1044,29,1031,0,0,0,1356,664,517
MEG_4177|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,161782,8347,11069,69051,68860,4186,38522,6197,55421,772,42430,77809,79342,887,516,451
MEG_3589|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6715|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
MEG_4765|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,18,0,0,0,0,32,41397,0,0,0,49203,26264,15815
MEG_5843|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,0,0,16,1691,152,0,0,0,0,2802,0,0,0,3932,2097,1212
MEG_7236|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,67572,82916,166474,252443,259919,157106,214617,93459,56221,14657,79815,27862,216943,16300,10764,5417
MEG_3976|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7654|Drugs|betalactams|Class_A_betalactamases|VEB,0,0,0,0,0,0,0,0,0,68,0,0,0,84,52,32
MEG_296|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
MEG_7538|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,305558,19346,35199,194132,176822,12247,120102,17147,180468,2797,130892,225555,205366,3223,1790,1475
MEG_2714|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC_efflux_pump|EMEA,2231,0,0,0,124,0,3618,0,1432,418,1052,551,0,240,180,192
MEG_1058|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,14782,1355,1064,5678,1859,624,2132,651,6719,28326,7077,5802,1524,34066,21476,10149
MEG_5840|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,0,0,0,577,52,0,0,0,0,4947,0,0,0,6130,3197,1764
MEG_2549|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,85,0,0,0,93,63,48
MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,52327,9366,41429,12348,11045,23626,5065,13297,39552,3557,101415,67008,6916,4103,2277,1486
MEG_2142|Metals|Copper_resistance|Copper_resistance_protein|CTPV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492
MEG_130|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,381,0,0,0,471,242,179
MEG_6726|Drugs|betalactams|Class_A_betalactamases|TEM,582,79,527,669,1616,0,475,0,1615,54,855,367,924,84,0,18
MEG_1191|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7156|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,55663,164114,725842,210605,201833,350367,169044,303230,98795,32829,42494,18306,129027,35515,20056,12072
MEG_2466|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0
MEG_2645|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4002|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODA,111100,8937,18555,91004,83882,5832,59017,9440,79390,1289,55572,105802,90659,1470,856,566
MEG_2972|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,122880,7188,15736,80571,78210,5223,46362,8563,71441,1784,43905,57106,55025,2347,1393,845
MEG_1742|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7170|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,144206,111623,222018,218783,237744,208087,184158,111823,87198,8106,192659,68569,203528,9279,5412,3408
MEG_5343|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,11604,0,0,0,0,0,0,0,7757,2082,6742,2960,0,2209,1461,809
MEG_1614|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,26,0,0,0,23,0,0,0,222,0,0,0,244,147,68
MEG_4065|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRA,378,0,0,0,0,0,0,0,391,133,467,239,0,139,0,99
MEG_6615|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,49807,1752,909,5603,26683,4754,5565,596,69201,305085,293143,238040,11800,405261,231083,105691
MEG_7374|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0,0,0,0,0,0,0,0,78,0,0,71,0,0,0,0
MEG_1192|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,153305,9097,18187,98918,92559,5983,65554,9145,114669,2294,66516,126907,112693,2300,1470,1147
MEG_6554|Drugs|betalactams|Class_B_betalactamases|SPM,0,0,0,0,0,0,0,0,0,177,0,0,0,156,68,74
MEG_6136|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOBL|RequiresSNPConfirmation,63474,0,0,0,0,0,0,0,47647,2095,77416,42511,0,2740,1538,0
MEG_6957|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,17304,0,0,0,0,0,0,0,8280,1316,2535,1890,0,1759,719,695
MEG_4533|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,3564,0,0,0,4789,2418,1434
MEG_7532|Drugs|Glycopeptides|VanG-type_resistance_protein|VANTG,0,0,0,2447,3379,0,3540,0,0,2436,0,0,1049,2433,1595,1033
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,49030,3749,7621,43044,38806,2499,25300,3928,35235,589,26991,48303,38742,660,512,332
MEG_3249|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3164
MEG_4039|Drugs|MLS|Macrolide_phosphotransferases|MPHC,9839,0,0,0,0,0,0,0,11811,0,16541,6808,0,0,0,26
MEG_5801|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,10145,622,0,9918,8811,0,5837,832,8034,0,5809,11925,8703,0,0,0
MEG_752|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,0,0,0,0,0,0,0,300,31,1379,1001,0,0,0,0
MEG_7367|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0,0,0,0,0,0,0,0,27,0,23,0,0,50,0,0
MEG_1663|Drugs|betalactams|Class_B_betalactamases|CFIA,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0
MEG_921|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,860,0,0,0,1141,591,401
MEG_6523|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,0,0,0,0,0,0,0,0,0,1820,0,0,0,0,2103,2114
MEG_3130|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,4104,0,0,0,4738,2932,1479
MEG_7210|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,253915,126794,238817,201122,224895,258021,158970,133899,132096,8448,384171,115293,180799,9801,5893,3271
MEG_4791|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,2065,0,0,0,2214,1357,658
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,21737,1096937,3683447,967528,763285,2205544,495573,1488726,61977,3783,40564,7163,456079,5019,2835,2491
